track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_name,playlist_id,album_type,album_id,artist_id,explicit,track_popularity,market_id,num_avail_markets,num_artists,playlist_rank,artist_name,followers,genres,artist_popularity,cluster,artist_genre
1BnuGuGGEv1mIpJEmDZ5nq,0.833,0.797,6.0,-7.156,0.0,0.092,0.329,1.13e-05,0.0907,0.444,131.98,193636.0,4.0,Nemam mood,37i9dQZEVXbMwW10JmAnzE,album,3zi1D9yDyynoGCl4vLVWOK,3LujD0iQ9jRbSCMA39CGfO,True,55,slovakia,184,2,7,Separ,260196,"['czsk hip hop', 'slovak hip hop']",59,3,Hip Hop
1yEvfrCuUJ6lrx1rZbj6Pv,0.748,0.75,5.0,-5.319,1.0,0.23900000000000002,0.07060000000000001,0.0,0.13,0.45,104.069,420466.0,4.0,Hip Hop Žije,37i9dQZEVXbMwW10JmAnzE,single,3EzolH32kLS2zFOuVIdDCb,3LujD0iQ9jRbSCMA39CGfO,True,52,slovakia,184,15,41,Separ,260196,"['czsk hip hop', 'slovak hip hop']",59,2,Hip Hop
5iilNoD56jD3FJ3bM9tMP0,0.722,0.782,5.0,-5.963,0.0,0.0524,0.598,0.0016500000000000002,0.124,0.762,117.996,174415.0,4.0,Arena y Sal,37i9dQZEVXbJwoKy8qKpHG,single,3HeNfmZG51mrV659AcvjPT,3lY9Fxceu60W1rbon7PkuF,False,81,spain,184,3,10,Omar Montes,613295,"['flamenco urbano', 'urbano espanol']",69,5,Latin
3vfwUrq22haMmIJyyyI7Hq,0.5630000000000001,0.852,11.0,-7.114,1.0,0.031900000000000005,0.0175,0.00135,0.108,0.764,135.012,188500.0,4.0,ลาก่อน,37i9dQZEVXbJ7qiJCES5cj,single,2MM6NjLf7zzQxVNfD93wU1,5YcdFv3OumeTW8cVW788gT,False,66,thailand,184,1,42,YourMOOD,142593,['thai pop'],49,11,Pop
76kelNDs1ojicx1s6Urvck,0.5700000000000001,0.71,0.0,-4.526,1.0,0.0304,0.0898,0.0,0.292,0.752,172.719,193816.0,4.0,NO SE VA - EN VIVO,37i9dQZEVXbJHSzlHx2ZJU,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,77,guatemala,184,1,49,Grupo Frontera,1848432,['musica chihuahuense'],86,10,Latin
49Zc3sEJHADPoVDM4jNKgs,0.5740000000000001,0.799,0.0,-3.726,1.0,0.0396,0.578,0.0,0.498,0.761,132.525,188412.0,4.0,DE LUNES A LUNES,37i9dQZEVXbKUoIkUXteF6,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,69,mexico,184,2,48,Grupo Frontera,1848432,['musica chihuahuense'],86,10,Latin
11PV8CaPqlto9Uejx92C35,0.721,0.782,11.0,-3.51,1.0,0.045,0.251,0.0,0.107,0.77,90.001,221601.0,4.0,OJITOS ROJOS,37i9dQZEVXbKPTKrnFPD0G,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,77,argentina,184,2,5,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
11PV8CaPqlto9Uejx92C35,0.721,0.782,11.0,-3.51,1.0,0.045,0.251,0.0,0.107,0.77,90.001,221601.0,4.0,OJITOS ROJOS,37i9dQZEVXbLJ0paT1JkgZ,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,77,chile,184,2,13,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
11PV8CaPqlto9Uejx92C35,0.721,0.782,11.0,-3.51,1.0,0.045,0.251,0.0,0.107,0.77,90.001,221601.0,4.0,OJITOS ROJOS,37i9dQZEVXbMGcjiWgg253,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,77,peru,184,2,16,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbNG2KDcFcKOF,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,global,184,2,34,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbKPTKrnFPD0G,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,argentina,184,2,41,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbLJ0paT1JkgZ,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,chile,184,2,33,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbL1Fl8vdBUba,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,colombia,184,2,16,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
