track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_name,playlist_id,album_type,album_id,artist_id,explicit,track_popularity,market_id,num_avail_markets,num_artists,playlist_rank,artist_name,followers,artist_popularity,PC1,PC2,PC3,PC4,PC5,PC6,Cluster
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbJPVQvqZqpcM,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,ecuador,183,2,4,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbJHSzlHx2ZJU,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,guatemala,183,2,11,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbKUoIkUXteF6,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,mexico,183,2,29,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbNSiWnkYnziz,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,panama,183,2,4,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbMGcjiWgg253,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,peru,183,2,6,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbJwoKy8qKpHG,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,spain,183,2,13,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065,195987.0,4.0,Classy 101,37i9dQZEVXbNvXzC8A6ysJ,single,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo,True,93,venezuela,183,2,8,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
3PpWCS95gDUDRPko3u1MZ9,0.647,0.801,1.0,-2.946,0.0,0.249,0.0451,0.0,0.06280000000000001,0.517,180.108,166253.0,4.0,Prohibidox,37i9dQZEVXbL1Fl8vdBUba,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,78,colombia,183,1,49,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbL1Fl8vdBUba,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,colombia,183,1,14,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbMPoK06pe7d6,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,dominican_republic,183,1,37,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbJPVQvqZqpcM,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,ecuador,183,1,17,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbJHSzlHx2ZJU,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,guatemala,183,1,31,Feid,7462364,89,1.4666053326716646,-0.032392228162421044,1.7660930415400802,-0.7765045111645634,-0.5281284176999212,-0.45826736667962226,2
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbNSiWnkYnziz,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,panama,183,1,29,Feid,7462364,89,0.936091288356705,-1.5900145482653785,-1.464034254797719,0.4261441675383479,0.24351478951265665,0.43403026759484564,0
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbMGcjiWgg253,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,peru,183,1,21,Feid,7462364,89,0.936091288356705,-1.5900145482653785,-1.464034254797719,0.4261441675383479,0.24351478951265665,0.43403026759484564,0
2CeKVsFFXG4QzA415QygGb,0.865,0.5730000000000001,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.5630000000000001,94.999,155960.0,4.0,Feliz Cumpleaños Ferxxo,37i9dQZEVXbNvXzC8A6ysJ,album,7pijRxgRaBirPz6wDaJIp9,2LRoIwlKmHjgvigdNGBHNo,False,85,venezuela,183,1,25,Feid,7462364,89,-1.1805053017954539,1.0899498484950298,0.19165319931476074,0.22464126383641903,-0.5165231313539141,-0.34648158527813844,1
3Gs7mVfWKl567mjozgxmXv,0.8230000000000001,0.615,7.0,-4.19,1.0,0.147,0.10400000000000001,0.0,0.10400000000000001,0.47000000000000003,90.952,187653.0,4.0,Niña Bonita,37i9dQZEVXbL1Fl8vdBUba,single,3bVdhbdl1XxW7u7A0TffBB,2LRoIwlKmHjgvigdNGBHNo,False,83,colombia,183,2,44,Feid,7462364,89,0.335805026140502,1.1353069140397238,-0.40189284424484356,0.4649640634499745,0.534963556421571,-0.4588848436751564,1
1LFXWfARjkBkc9Abofmgp8,0.76,0.931,0.0,-4.557,1.0,0.138,0.158,1.71e-06,0.373,0.545,113.047,195653.0,4.0,FERXXO 151,37i9dQZEVXbL1Fl8vdBUba,single,7JsvGZNqsoZlFOl41TKucq,2LRoIwlKmHjgvigdNGBHNo,False,83,colombia,183,2,41,Feid,7462364,89,0.335805026140502,1.1353069140397238,-0.40189284424484356,0.4649640634499745,0.534963556421571,-0.4588848436751564,1
1LFXWfARjkBkc9Abofmgp8,0.76,0.931,0.0,-4.557,1.0,0.138,0.158,1.71e-06,0.373,0.545,113.047,195653.0,4.0,FERXXO 151,37i9dQZEVXbJwoKy8qKpHG,single,7JsvGZNqsoZlFOl41TKucq,2LRoIwlKmHjgvigdNGBHNo,False,83,spain,183,2,36,Feid,7462364,89,0.6594102048934994,0.8336121177368959,-0.013687852545389803,-0.23362307148582345,-0.843026292184157,-0.3355628157175176,1
1LFXWfARjkBkc9Abofmgp8,0.76,0.931,0.0,-4.557,1.0,0.138,0.158,1.71e-06,0.373,0.545,113.047,195653.0,4.0,FERXXO 151,37i9dQZEVXbNvXzC8A6ysJ,single,7JsvGZNqsoZlFOl41TKucq,2LRoIwlKmHjgvigdNGBHNo,False,83,venezuela,183,2,30,Feid,7462364,89,-0.5988106533590402,1.6198369159623744,0.986144115089036,0.3432744956998296,-0.25766634082366524,0.9487561732390343,1
5dVJTSZhL2n81ZkT4PZu0x,0.898,0.735,4.0,-7.374,0.0,0.109,0.113,0.005920000000000001,0.17300000000000001,0.403,95.992,155020.0,4.0,Jinja,37i9dQZEVXbLw80jjcctV1,album,51mowf1u3WaEYvqalsbP7M,4ovtyvs7j1jSmwhkBGHqSr,False,68,nigeria,184,1,25,Olamide,1633493,66,-0.5773190735495269,0.43870542881924735,-0.42512647098780504,0.03914509938418253,0.23688871035599365,0.31736668789482336,0
7M0dIdZWN1FDcveRdoOzbZ,0.364,0.628,10.0,-6.142,1.0,0.031900000000000005,0.23800000000000002,0.0,0.0931,0.612,93.792,228760.0,3.0,ビリミリオン,37i9dQZEVXbKqiTGXuCOsB,album,6ClMd4vNeZ6cmrRNmOqAoY,0ixzjrK1wkN2zWBXt3VW3W,False,72,japan,184,1,26,Yuuri,2074038,68,1.374351186996078,-0.6480147168140609,-2.763942790659025,0.4469036076803729,0.7948414371979516,3.2122291567522705,2
4JK1kDUdH9RTBQrrSO1QfR,0.367,0.671,5.0,-4.604,1.0,0.0478,0.222,0.0,0.494,0.6910000000000001,179.833,230600.0,4.0,ベテルギウス,37i9dQZEVXbKqiTGXuCOsB,album,1YWoHzj5wHnG7m6gLlwBQd,0ixzjrK1wkN2zWBXt3VW3W,False,73,japan,184,1,29,Yuuri,2074038,68,-0.37809292300440434,-1.1069746347687521,-0.13147483046886893,-0.42125212027314746,1.3117815992059711,0.3284926028987304,0
4kPlQKwtPrnqLgrmmKFSlA,0.463,0.603,7.0,-5.464,1.0,0.027600000000000003,0.495,0.0,0.167,0.47700000000000004,148.089,286360.0,4.0,ドライフラワー,37i9dQZEVXbKqiTGXuCOsB,album,1YWoHzj5wHnG7m6gLlwBQd,0ixzjrK1wkN2zWBXt3VW3W,False,71,japan,184,1,41,Yuuri,2074038,68,0.9897820263091145,-2.593003459390225,0.764568111042689,-0.2463709800716057,-0.93128694721981,1.6299963101197816,2
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbMdvweCgpBAe,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,hong_kong,184,1,25,V,15320710,84,0.6582541840557119,1.2114069408719388,-0.2166345014777321,0.03281849098686812,0.5827433667384905,-0.6232377823885712,1
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbJ5J1TrbkAF9,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,israel,184,1,28,V,15320710,84,3.1193008175602364,-0.21904322782371058,-1.1528445367395472,0.7011523067314624,0.5087347637226276,0.3307477016204389,2
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbKqiTGXuCOsB,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,japan,184,1,43,V,15320710,84,1.6548051998293578,-0.6743081276784288,-1.4778138142796584,0.033786185390082886,-0.4148261743251285,0.33882397546667736,2
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbKcS4rq3mEhp,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,malaysia,184,1,41,V,15320710,84,1.6548051998293578,-0.6743081276784288,-1.4778138142796584,0.033786185390082886,-0.4148261743251285,0.33882397546667736,2
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbNM8vS9cIqAG,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,morocco,184,1,18,V,15320710,84,0.3232185333152961,1.6510572801342924,0.8969157576355251,0.08080061986327511,0.18388543162860244,0.43787070991903504,1
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbNy9tB5elXf1,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,pakistan,184,1,14,V,15320710,84,-0.9336314492650694,-0.5305700257982711,-1.4477844100776696,-0.1692940781246318,0.4843826044592725,0.01944658844630719,0
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbO839WGRmpu1,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,saudi_arabia,184,1,6,V,15320710,84,-1.732535225522832,1.09334823461115,-1.0636327584091871,0.26551314165862505,-0.01009282663819681,-0.3323474441734505,0
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbN66FupT0MuX,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,singapore,184,1,18,V,15320710,84,1.4354762958707667,2.327807618123772,0.621252681373428,-0.28123197548709505,0.7629285922379619,0.46904684405209396,1
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbJZGli0rRP3r,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,south_korea,184,1,3,V,15320710,84,-0.024730421449051306,0.32582455516634756,-1.6912997100728755,0.18471950154978034,-0.07155754204172998,0.884474341422877,0
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbMVY2FDHm6NN,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,taiwan,184,1,9,V,15320710,84,0.6310447690053934,1.2504787674458717,-1.157456121495706,0.022779943934520378,0.4601735983402545,0.36819941945428347,1
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbJ7qiJCES5cj,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,thailand,184,1,26,V,15320710,84,-1.5132120264353501,0.12277530250001453,-1.2034249828621728,0.5567221961693405,0.09135508861473486,-0.7222242288000558,0
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbIZQf3WEYSut,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,uae,184,1,20,V,15320710,84,-1.5132120264353501,0.12277530250001453,-1.2034249828621728,0.5567221961693405,0.09135508861473486,-0.7222242288000558,0
2N0SPREDYqILVEFSsWF5N5,0.633,0.607,0.0,-6.182,0.0,0.053200000000000004,0.183,1.3800000000000001e-06,0.167,0.363,74.029,182293.0,4.0,Love Me Again,37i9dQZEVXbKZyn1mKjmIl,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,92,vietnam,184,1,4,V,15320710,84,1.050426767848505,-0.6950091209244488,0.006016540949055424,0.1306008539741361,-0.7432805994756546,-0.32130691793796495,2
2UU11hvjN1JIn4iihEodNT,0.735,0.442,2.0,-9.529,0.0,0.0719,0.68,0.0011,0.09920000000000001,0.277,128.013,149853.0,4.0,Blue,37i9dQZEVXbNy9tB5elXf1,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,84,pakistan,184,1,45,V,15320710,84,-1.3404400269389045,-0.29851772209320504,-1.2590104151149648,0.10183681851737861,-0.5217896907053723,-0.6429342017162973,0
2UU11hvjN1JIn4iihEodNT,0.735,0.442,2.0,-9.529,0.0,0.0719,0.68,0.0011,0.09920000000000001,0.277,128.013,149853.0,4.0,Blue,37i9dQZEVXbO839WGRmpu1,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,84,saudi_arabia,184,1,13,V,15320710,84,-2.324492192420955,0.9427381846409493,0.4656558823898967,-1.0221743374043302,1.2447236671308914,-0.36082250939780236,0
2UU11hvjN1JIn4iihEodNT,0.735,0.442,2.0,-9.529,0.0,0.0719,0.68,0.0011,0.09920000000000001,0.277,128.013,149853.0,4.0,Blue,37i9dQZEVXbJZGli0rRP3r,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,84,south_korea,184,1,13,V,15320710,84,-2.324492192420955,0.9427381846409493,0.4656558823898967,-1.0221743374043302,1.2447236671308914,-0.36082250939780236,0
2UU11hvjN1JIn4iihEodNT,0.735,0.442,2.0,-9.529,0.0,0.0719,0.68,0.0011,0.09920000000000001,0.277,128.013,149853.0,4.0,Blue,37i9dQZEVXbKZyn1mKjmIl,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,84,vietnam,184,1,5,V,15320710,84,-2.324492192420955,0.9427381846409493,0.4656558823898967,-1.0221743374043302,1.2447236671308914,-0.36082250939780236,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbMdvweCgpBAe,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,hong_kong,184,1,34,V,15320710,84,-2.324492192420955,0.9427381846409493,0.4656558823898967,-1.0221743374043302,1.2447236671308914,-0.36082250939780236,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbNy9tB5elXf1,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,pakistan,184,1,20,V,15320710,84,-1.3232365206536318,0.4141146735212597,-0.22307718903928522,2.004952660722197,0.38472934658752944,-0.8630288515862321,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbO839WGRmpu1,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,saudi_arabia,184,1,9,V,15320710,84,-1.2176516960782582,0.07223744595078997,0.8677732458738893,0.10422909721711895,-0.637478609690443,-1.2110220234639757,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbN66FupT0MuX,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,singapore,184,1,43,V,15320710,84,0.7190678574529448,-1.2528580926117499,-0.2839742268534533,-0.047239725728873694,-0.7310229070081805,0.30926795658106665,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbJZGli0rRP3r,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,south_korea,184,1,6,V,15320710,84,-0.9397764624975603,-2.8300756604975956,0.2458555409262901,-0.5044688932371416,0.6499892945706713,0.4103263268439212,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbMVY2FDHm6NN,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,taiwan,184,1,48,V,15320710,84,-0.9397764624975603,-2.8300756604975956,0.2458555409262901,-0.5044688932371416,0.6499892945706713,0.4103263268439212,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbIZQf3WEYSut,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,uae,184,1,27,V,15320710,84,-0.9397764624975603,-2.8300756604975956,0.2458555409262901,-0.5044688932371416,0.6499892945706713,0.4103263268439212,0
5ydjxBSUIDn26MFzU3asP4,0.633,0.454,9.0,-8.016,0.0,0.08750000000000001,0.739,0.0,0.148,0.28200000000000003,74.828,179560.0,4.0,Rainy Days,37i9dQZEVXbKZyn1mKjmIl,single,1ZBDI1LqnuAKdrePUF2D5m,3JsHnjpbhX4SnySpvpa9DK,False,90,vietnam,184,1,7,V,15320710,84,-0.06890907877652283,-0.15118548942980842,-0.9877110500216723,0.04731202291122144,-0.406000374218893,-0.00795412306853504,0
7pgbDdy7ax962o9d2xJceV,0.609,0.614,8.0,-8.154,1.0,0.0699,0.366,0.00108,0.108,0.5640000000000001,156.019,188093.0,4.0,Slow Dancing (Piano Ver.),37i9dQZEVXbMdvweCgpBAe,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,86,hong_kong,184,1,49,V,15320710,84,-0.32855927112545685,0.5309419288387953,0.2197325362802425,0.19092121885665383,-0.549631710041147,0.34382761368533893,1
7pgbDdy7ax962o9d2xJceV,0.609,0.614,8.0,-8.154,1.0,0.0699,0.366,0.00108,0.108,0.5640000000000001,156.019,188093.0,4.0,Slow Dancing (Piano Ver.),37i9dQZEVXbO839WGRmpu1,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,86,saudi_arabia,184,1,8,V,15320710,84,-0.32855927112545685,0.5309419288387953,0.2197325362802425,0.19092121885665383,-0.549631710041147,0.34382761368533893,1
7pgbDdy7ax962o9d2xJceV,0.609,0.614,8.0,-8.154,1.0,0.0699,0.366,0.00108,0.108,0.5640000000000001,156.019,188093.0,4.0,Slow Dancing (Piano Ver.),37i9dQZEVXbJZGli0rRP3r,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,86,south_korea,184,1,14,V,15320710,84,-1.253729037077838,-1.0381778894118432,0.6322813906187075,-2.0260968269258557,2.709239025611536,0.6216263013538035,0
7pgbDdy7ax962o9d2xJceV,0.609,0.614,8.0,-8.154,1.0,0.0699,0.366,0.00108,0.108,0.5640000000000001,156.019,188093.0,4.0,Slow Dancing (Piano Ver.),37i9dQZEVXbIZQf3WEYSut,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,86,uae,184,1,46,V,15320710,84,1.9672134825730119,-0.5663303048067894,-2.0767383839624056,0.49800702188001067,-0.18101376575411285,0.7357850651493788,2
7pgbDdy7ax962o9d2xJceV,0.609,0.614,8.0,-8.154,1.0,0.0699,0.366,0.00108,0.108,0.5640000000000001,156.019,188093.0,4.0,Slow Dancing (Piano Ver.),37i9dQZEVXbKZyn1mKjmIl,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,86,vietnam,184,1,10,V,15320710,84,-1.484436540601125,0.12171941617211283,-0.8795529518345911,0.008479440242507314,-0.22607417032352167,-0.5365586473148745,0
4HAOgAnILvXCbSODMoRnmD,0.556,0.339,1.0,-11.128,0.0,0.033,0.798,0.0118,0.17200000000000001,0.215,84.968,171160.0,4.0,For Us,37i9dQZEVXbO839WGRmpu1,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,85,saudi_arabia,184,1,12,V,15320710,84,0.02104749485455192,-0.2972387821776767,0.1270442416686611,0.21590042761610415,-0.6513991678144672,-0.4341450575934685,0
4HAOgAnILvXCbSODMoRnmD,0.556,0.339,1.0,-11.128,0.0,0.033,0.798,0.0118,0.17200000000000001,0.215,84.968,171160.0,4.0,For Us,37i9dQZEVXbJZGli0rRP3r,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,85,south_korea,184,1,11,V,15320710,84,-0.3015250350164798,-1.0263367292399734,-1.1380738197132134,-0.24829921815443623,0.2317431803107464,1.5818507049391655,0
4HAOgAnILvXCbSODMoRnmD,0.556,0.339,1.0,-11.128,0.0,0.033,0.798,0.0118,0.17200000000000001,0.215,84.968,171160.0,4.0,For Us,37i9dQZEVXbKZyn1mKjmIl,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,85,vietnam,184,1,6,V,15320710,84,-2.164242549794133,0.4259135577324253,-0.5802408621757218,0.1644561441598409,-0.3433263905092302,-0.4199996616267001,0
5h1BN75CEh8wdSwE1xrbSe,0.579,0.63,8.0,-7.758,1.0,0.058,0.257,0.00462,0.09860000000000001,0.552,155.96,187027.0,4.0,Slow Dancing,37i9dQZEVXbNG2KDcFcKOF,single,7ixOAT89NSsgUITYc5ByB5,3JsHnjpbhX4SnySpvpa9DK,False,93,global,184,1,20,V,15320710,84,-1.116978282174882,1.3178559318861551,-0.5326933319946437,-0.24980336746732684,0.3061279342745612,-1.2881480822316387,0
